0 -0.0145994 0 -0.00196004 0
1 -0.00978521 0.00481418 -0.000162365 0.00179768
2 -0.00481563 0.00569405 -0.000472637 0.00108327
3 -0.00181084 0.00502393 -0.000947839 0.000901421
4 -0.000102762 0.00424988 -0.000828404 0.000708379
5 0.00168927 0.00390543 -0.000551837 0.00064111
6 0.00131568 0.00332176 -0.000337688 0.000582621
7 -0.00117131 0.00380273 -0.000639662 0.000588026
8 -0.00220714 0.00351001 -0.000740103 0.000528227
9 -0.00266029 0.00317198 -0.000572762 0.000501221
10 -0.00143381 0.00312032 -0.000651939 0.000460233
11 -0.00255937 0.00306276 -0.000765474 0.000435204
12 -0.00255842 0.00281733 -0.000481092 0.000491057
13 -0.00159709 0.00277986 -0.000280652 0.000496855
14 -0.00118542 0.00262045 -0.00023714 0.000464589
15 -0.00132209 0.00245501 -0.000425967 0.000473833
16 -0.000577032 0.00242345 -0.000394821 0.000446177
17 -0.000446608 0.00228857 -0.000258566 0.000442177
18 0.00045907 0.00234659 -0.000207827 0.000421324
19 -0.000228287 0.00232987 -0.000141576 0.000405156
20 -0.000296829 0.00221721 -0.000100057 0.00038761
21 3.38992e-05 0.00213974 -0.000104335 0.000369597
22 -0.000348911 0.00208012 -0.000369186 0.00044144
23 -0.000604053 0.00200784 -0.000287038 0.000430556
24 -0.000623788 0.00192596 -0.000238474 0.00041582
25 0.000126873 0.00199686 -0.000263118 0.000400266
26 -2.60929e-05 0.00192756 -8.0961e-05 0.00042606
27 0.000228052 0.00187475 -2.08455e-05 0.000414939
28 0.000821826 0.00190391 -7.04786e-05 0.00040344
29 0.00126525 0.00189205 -5.5583e-05 0.000390045
30 0.000954606 0.00185617 5.84091e-05 0.000394099
31 0.0010188 0.00179838 5.52621e-05 0.000381598
32 0.000850668 0.00175112 6.16573e-05 0.000369909
33 0.000741441 0.00170235 8.65463e-05 0.000359726
34 0.00118559 0.00171162 8.03834e-06 0.000358011
35 0.000733496 0.00172374 4.73911e-05 0.000350143
36 0.00104914 0.00170596 7.59691e-05 0.000341745
37 0.000876268 0.00166943 -2.37295e-05 0.00034725
38 0.00101543 0.00163201 -5.63986e-07 0.000339021
39 0.000902112 0.00159472 1.53908e-05 0.000330822
40 0.00090704 0.00155534 0.000178674 0.000361616
41 0.000877054 0.00151815 0.00022309 0.000355685
42 0.000845372 0.00148277 0.00025183 0.000348502
43 0.00103403 0.00146091 0.000251217 0.00034049
44 0.0010298 0.00142808 0.000240391 0.000333013
45 0.000780493 0.00141877 0.000197087 0.00032856
46 0.000702454 0.00139044 0.000222905 0.000322528
47 0.000424306 0.0013893 0.000289817 0.000322749
48 0.000662528 0.00138134 0.000215985 0.000324602
49 0.000962879 0.00138636 0.000204886 0.000318238
50 0.00124145 0.00138717 0.00020497 0.000311935
51 0.000996356 0.00138213 0.000205503 0.000305878
52 0.000861111 0.00136253 0.000112212 0.00031422
53 0.000599417 0.00136243 8.13841e-05 0.000309883
54 0.000657215 0.00133868 6.57761e-05 0.000304597
55 0.000636139 0.00131472 0.000103797 0.000301515
56 0.000878464 0.00131399 6.78633e-07 0.000313616
57 0.000864446 0.00129121 1.77907e-05 0.000308636
58 0.000846632 0.00126927 0.000123949 0.000321398
59 0.00116341 0.00128751 7.6146e-05 0.000319591
60 0.0012 0.00126676 8.96832e-05 0.0003146
61 0.00106216 0.00125376 9.10975e-05 0.000309487
62 0.000891713 0.00124541 0.000152967 0.000310756
63 0.000809806 0.00122853 0.000166826 0.000306176
64 0.0011563 0.00125814 0.000139097 0.000302702
65 0.00133092 0.00125117 0.000103465 0.000300202
66 0.00124461 0.00123538 6.29498e-05 0.00029845
67 0.00131119 0.00121889 0.000109172 0.000297639
68 0.00111798 0.00121654 9.0676e-05 0.000293877
69 0.000956077 0.00120992 8.45778e-05 0.000289712
70 0.00110529 0.00120205 0.000101425 0.000286099
71 0.00100739 0.00118927 0.000143276 0.000285185
72 0.000823246 0.00118724 0.000126898 0.000281728
73 0.00098667 0.00118243 6.44081e-05 0.000284834
74 0.00103335 0.00116749 8.35969e-05 0.000281665
75 0.000861058 0.00116484 4.85866e-05 0.00028013
76 0.000796593 0.00115142 6.0201e-05 0.000276712
77 0.000899476 0.00114121 5.02232e-05 0.000273324
78 0.000919737 0.00112685 2.66231e-05 0.000270872
79 0.000780133 0.0011214 3.71424e-05 0.000267671
80 0.000462783 0.00115204 1.49671e-05 0.000265275
81 0.000361379 0.00114242 5.45355e-05 0.00026499
82 0.000179001 0.00114321 4.78596e-05 0.000261863
83 5.35576e-05 0.00113646 5.74657e-05 0.000258905
84 -9.05126e-05 0.00113222 7.89218e-05 0.000256739
85 -7.57351e-05 0.00111907 6.78844e-05 0.000253977
86 -0.000202083 0.00111333 5.86974e-05 0.000251208
87 -0.000152952 0.0011017 6.4061e-05 0.000248395
88 -5.7167e-05 0.00109345 2.92954e-05 0.000248037
89 5.67972e-05 0.00108722 -3.36303e-06 0.00024743
90 0.000180325 0.00108228 -6.27571e-06 0.000244713
91 0.000137446 0.00107131 -5.41095e-06 0.00024204
92 6.27036e-05 0.00106236 -8.90236e-06 0.000239449
93 9.88876e-05 0.00105162 -4.914e-05 0.000240281
94 7.45412e-05 0.00104078 -5.41948e-05 0.000237792
95 0.000160827 0.00103349 -1.39956e-05 0.000238711
96 0.00019025 0.0010232 -4.67004e-05 0.000238491
97 0.000319114 0.00102087 -5.6477e-05 0.000236247
98 0.000181205 0.00101988 -6.92655e-05 0.000234198
99 0.000275531 0.00101402 -7.71035e-05 0.000231976
