0 -0.153545 0
1 -0.104359 0.049186
2 -0.10051 0.0286572
3 -0.092338 0.0218494
4 -0.0584121 0.0379131
5 -0.0448494 0.0337967
6 -0.0224133 0.0363215
7 -0.0296576 0.0322788
8 -0.00993111 0.034634
9 -0.0194535 0.0324082
10 -0.0119091 0.0302696
11 -0.0247002 0.0304492
12 -0.0108686 0.0312382
13 -0.0149367 0.0292057
14 -0.0167688 0.0272507
15 -0.018372 0.025541
16 -0.0155469 0.0241574
17 -0.0212053 0.0234682
18 -0.0213045 0.0221989
19 -0.0174042 0.0214178
20 -0.0145221 0.0205753
21 -0.0146162 0.019618
22 -0.0196131 0.0194002
23 -0.020296 0.0185868
24 -0.0244235 0.0182994
25 -0.0188965 0.0184298
26 -0.0223185 0.0180612
27 -0.0270052 0.0180242
28 -0.0266461 0.0173953
29 -0.0308761 0.0173296
30 -0.0310414 0.0167621
31 -0.0278714 0.0165365
32 -0.0242642 0.0164285
33 -0.0210737 0.0162542
34 -0.0203841 0.015798
35 -0.0182429 0.0155015
36 -0.0251424 0.0165804
37 -0.0245733 0.0161482
38 -0.0226638 0.0158442
39 -0.0251843 0.0156473
40 -0.0221762 0.0155546
41 -0.0231127 0.0152086
42 -0.0220412 0.0148893
43 -0.0211697 0.014573
44 -0.0213562 0.0142467
45 -0.022639 0.0139925
46 -0.0188571 0.0142043
47 -0.0167098 0.01407
48 -0.0146501 0.013933
49 -0.0133592 0.0137124
50 -0.0167999 0.0138742
51 -0.0153864 0.013678
52 -0.012577 0.0137085
53 -0.0159485 0.0138683
54 -0.0154827 0.0136217
55 -0.0140717 0.0134505
56 -0.0152348 0.0132635
57 -0.0125465 0.0133072
58 -0.00994941 0.013335
59 -0.00940085 0.0131224
60 -0.0093044 0.0129058
61 -0.00856766 0.0127173
62 -0.00720482 0.0125878
63 -0.00834799 0.0124422
64 -0.00745192 0.012282
65 -0.00836662 0.012129
66 -0.00897024 0.0119619
67 -0.00729185 0.0119036
68 -0.0056621 0.0118425
69 -0.00397831 0.0117929
70 -0.00273617 0.0116918
71 0.000485084 0.0119698
72 0.00182293 0.0118803
73 -0.00144817 0.0121666
74 -0.0021645 0.0120247
75 -0.000379222 0.011999
76 -7.60592e-05 0.011846
77 0.00266994 0.0120112
78 0.00218042 0.0118683
79 0.00210919 0.0117192
80 0.00312283 0.0116179
81 0.00225765 0.011508
82 0.00299594 0.0113924
83 0.00192928 0.0113064
84 0.00225547 0.0111774
85 0.00345204 0.0111112
86 0.00124182 0.011203
87 0.00179472 0.0110887
88 0.000801487 0.0110083
89 0.0014226 0.010903
90 0.0005238 0.0108199
91 0.000767718 0.0107045
92 0.00100639 0.0105914
93 0.00116911 0.0104794
94 -0.00083095 0.0105597
95 0.000200082 0.0104998
96 0.000366082 0.0103923
97 -0.000200642 0.0103013
98 -0.000562278 0.0102032
99 -0.000393635 0.010102
