0.0323165           0           0
0.0969496           0           0
0.161583           0           0
0.226216           0           0
0.290849           0           0
0.355482           0           0
0.420115           0           0
0.484748           0           0
0.549381           0           0
0.614014           0           0
0.678647           0           0
0.74328           0           0
0.807913           0           0
0.872546 0.000807216 0.000561406
0.937179    0.137224   0.0105557
1.00181      1.0262   0.0369226
1.06645     1.91862   0.0400355
1.13108     2.11214   0.0455388
1.19571     1.96991   0.0548627
1.26034     1.71072   0.0446573
1.32498     1.54916   0.0431812
1.38961     1.40533   0.0342136
1.45424     1.28853   0.0414267
1.51888     1.22332   0.0284295
1.58351     1.14726   0.0294158
1.64814     1.13988   0.0326806
1.71278     1.08779   0.0289123
1.77741     1.03569   0.0267245
1.84204      1.0011   0.0271293
1.90667     1.01969   0.0234647
1.97131    0.998606   0.0218581
2.03594     1.00332   0.0226399
2.10057     1.02015   0.0240306
2.16521     1.01727   0.0246678
2.22984     1.01318   0.0266936
2.29447     1.05416   0.0207367
2.35911    0.978635   0.0228693
2.42374    0.977695   0.0236454
2.48837    0.997184   0.0291907
2.55301    0.987222   0.0205433
2.61764    0.968105   0.0197789
2.68227    0.969632   0.0175597
2.7469    0.980164   0.0170157
2.81154    0.969235   0.0147348
2.87617    0.976247   0.0180758
2.9408     1.00117   0.0214376
3.00544    0.994038   0.0242955
3.07007    0.983403   0.0232284
3.1347     0.97433   0.0234628
3.19934    0.961933   0.0252287
3.26397    0.975135   0.0182308
3.3286    0.971428   0.0161525
3.39323    0.960168   0.0159972
3.45787    0.959282   0.0163955
3.5225    0.969037    0.018526
3.58713    0.968868   0.0196004
3.65177    0.974354   0.0144296
3.7164    0.985485   0.0126262
3.78103     0.98411   0.0119276
3.84567    0.992238   0.0152998
3.9103    0.998731   0.0138495
3.97493    0.978365   0.0139976
4.03957    0.974583   0.0131947
4.1042    0.979211   0.0114514
4.16883    0.970904   0.0122504
4.23346    0.978963   0.0106068
4.2981    0.996174   0.0111739
4.36273    0.981467  0.00993299
4.42736    0.976601   0.0103945
4.492    0.988726   0.0116391
4.55663     1.00146     0.01055
4.62126    0.986455   0.0109684
4.6859    0.970256  0.00893198
4.75053    0.967034   0.0117193
4.81516     0.98011   0.0103414
4.87979    0.983628  0.00927893
4.94443    0.994522   0.0103081
5.00906     1.00432  0.00957339
5.07369     1.00146  0.00999073
5.13833      0.9901   0.0107165
5.20296     1.00033   0.0102233
5.26759    0.993278   0.0104096
5.33223    0.986519   0.0104087
5.39686    0.972683   0.0114103
5.46149    0.984614  0.00892664
5.52612    0.969626   0.0100151
5.59076    0.978092  0.00904191
5.65539    0.980161  0.00894271
5.72002    0.978271  0.00896811
5.78466    0.977063  0.00828895
5.84929     0.96822  0.00639339
5.91392     0.96775  0.00646688
5.97856    0.976215  0.00692777
6.04319     0.98781  0.00635439
6.10782    0.984385  0.00515487
6.17246    0.989851  0.00774211
6.23709    0.978454  0.00760536
6.30172    0.985343  0.00756842
6.36635    0.982835  0.00625868
6.43099    0.980604  0.00853344
