           1     1.35436     1.35436           0
           2     1.35441     1.35438 2.59442e-05
           3      1.3545     1.35442 4.17849e-05
           4     1.35451     1.35444 3.61267e-05
           5     1.35439     1.35443 3.01423e-05
           6     1.35428     1.35441 3.59046e-05
           7     1.35417     1.35437 4.53131e-05
           8     1.35414     1.35434 4.87102e-05
           9     1.35412     1.35432 4.98822e-05
          10     1.35421     1.35431  4.6017e-05
          11     1.35428      1.3543 4.16726e-05
          12     1.35431      1.3543 3.80422e-05
          13      1.3544     1.35431 3.58075e-05
          14     1.35445     1.35432 3.46339e-05
          15     1.35442     1.35433 3.29489e-05
          16      1.3543     1.35433 3.08675e-05
          17     1.35433     1.35433 2.89971e-05
          18     1.35437     1.35433 2.74573e-05
          19     1.35438     1.35433 2.60859e-05
          20     1.35436     1.35433  2.4775e-05
