           1     1.40248     1.40248           0
           2     2.29616     1.84932    0.446842
           3     2.78141     2.16002    0.403842
           4     2.16459     2.16116    0.285561
           5     2.36667     2.20226    0.224981
           6     2.19651      2.2013    0.183699
           7     2.49674     2.24351    0.160888
           8     1.65372     2.16979    0.157636
           9     2.18415     2.17138    0.139031
          10     1.95346     2.14959    0.126248
          11     1.75474      2.1137    0.119704
          12     1.88101     2.09431    0.110982
          13     1.71431     2.06508     0.10619
          14     1.57871     2.03033    0.104271
          15      2.1756     2.04002   0.0975527
          16     2.32542     2.05786   0.0929793
          17     2.35348     2.07525   0.0890531
          18     2.57585     2.10306   0.0884465
          19       2.436     2.12058   0.0854775
          20      1.9994     2.11452   0.0813171
          21     2.17799     2.11754    0.077407
          22     2.41752     2.13118   0.0750537
          23     2.04018     2.12722   0.0718253
          24     1.84595      2.1155    0.069759
          25     2.13218     2.11617   0.0669138
          26     1.98998     2.11132   0.0644717
          27      1.8581     2.10194   0.0627428
          28     1.70578     2.08779   0.0620938
          29     2.28406     2.09456   0.0602955
          30     2.67686     2.11397   0.0613997
          31     2.02963     2.11125   0.0594484
          32     1.45022     2.09059    0.061155
          33     1.79055      2.0815   0.0599661
          34      2.1371     2.08313   0.0581987
          35       1.976     2.08007   0.0565942
          36     1.89296     2.07487   0.0552448
          37     1.46797     2.05847   0.0561788
          38     1.95602     2.05578   0.0547469
          39     2.16715     2.05863   0.0534011
          40     2.13243     2.06048   0.0520816
          41     2.09705     2.06137   0.0508033
          42     1.90136     2.05756   0.0497251
          43     2.18038     2.06042   0.0486389
          44     1.84651     2.05555   0.0477686
          45     1.53203     2.04392   0.0481225
          46      1.8197     2.03905   0.0473165
          47     1.57547     2.02918   0.0473377
          48     2.14781     2.03165   0.0464069
          49     2.64553     2.04418    0.047145
          50     2.18936     2.04709   0.0462836
