           1   0.0470073   0.0470073           0
           2   0.0484846   0.0477459 0.000738638
           3   0.0494449   0.0483123 0.000708937
           4   0.0499024   0.0487098 0.000639791
           5   0.0479678   0.0485614 0.000517321
           6   0.0496241   0.0487385 0.000458024
           7   0.0503574   0.0489698 0.000450923
           8   0.0489059   0.0489618 0.000390593
           9   0.0504789   0.0491304 0.000383502
          10   0.0496559   0.0491829 0.000347017
          11   0.0467744    0.048964 0.000382714
          12   0.0489029   0.0489589 0.000349406
          13   0.0463634   0.0487592 0.000378369
          14    0.048109   0.0487128 0.000353367
          15   0.0480831   0.0486708 0.000331635
          16   0.0502854   0.0487717 0.000326216
          17   0.0478876   0.0487197 0.000310809
          18    0.047426   0.0486478 0.000301719
          19   0.0453249   0.0484729 0.000334721
          20   0.0479982   0.0484492  0.00031843
