           1     1.23467     1.23467           0
           2     1.12845     1.18156   0.0531068
           3     1.25778     1.20697   0.0398201
           4     1.22454     1.21136   0.0284975
           5     1.25621     1.22033   0.0238273
           6     1.17564     1.21288   0.0208317
           7     1.13698     1.20204   0.0206767
           8     1.28488     1.21239   0.0206849
           9     1.25763     1.21742    0.018922
          10      1.2288     1.21856   0.0169626
          11     1.13283     1.21076   0.0172092
          12     1.28867     1.21726   0.0169983
          13     1.16836     1.21349   0.0160821
          14     1.18967     1.21179   0.0149861
          15     1.30773     1.21819   0.0153475
          16     1.21385     1.21792   0.0143589
          17     1.21269     1.21761   0.0134913
          18     1.18765     1.21595   0.0128281
          19     1.22789     1.21657   0.0121505
          20     1.24218     1.21785   0.0115978
          21     1.21015     1.21749   0.0110378
          22     1.22557     1.21786   0.0105306
          23     1.20442     1.21727   0.0100793
          24      1.2775     1.21978  0.00997116
          25     1.12984     1.21618   0.0102182
          26     1.29706     1.21929   0.0102984
          27     1.19799      1.2185  0.00994099
          28     1.29314     1.22117  0.00994336
          29     1.17841      1.2197  0.00970698
          30     1.23315     1.22014  0.00938855
          31     1.15805     1.21814   0.0092989
          32     1.30494     1.22085  0.00940329
          33     1.17688     1.21952  0.00921077
          34     1.15117     1.21751   0.0091591
          35     1.19098     1.21675  0.00892581
          36     1.22992     1.21712  0.00868204
          37     1.27649     1.21872  0.00859525
          38     1.16078      1.2172  0.00850382
          39     1.28204     1.21886  0.00844812
          40     1.19263     1.21821  0.00826029
          41     1.17011     1.21703  0.00814127
          42     1.21899     1.21708   0.0079452
          43     1.29179     1.21882  0.00795041
          44     1.17689     1.21786  0.00782584
          45     1.19928     1.21745   0.0076611
          46     1.24705     1.21809  0.00752028
          47     1.17654     1.21721  0.00741145
          48     1.20433     1.21694  0.00726036
          49     1.22573     1.21712  0.00711291
          50      1.2085     1.21695  0.00697133
          51      1.2169     1.21695  0.00683327
          52     1.27019     1.21797  0.00677837
          53     1.16588     1.21699   0.0067215
          54     1.17837     1.21627   0.0066345
          55     1.25689     1.21701  0.00655449
          56     1.22021     1.21707  0.00643663
          57     1.24627     1.21758  0.00634342
          58      1.1803     1.21694  0.00626615
          59     1.15819     1.21594  0.00623901
          60     1.16171     1.21504  0.00620039
          61     1.30444      1.2165  0.00627154
          62     1.18821     1.21605  0.00618641
          63     1.18532     1.21556  0.00610693
          64     1.24252     1.21598  0.00602549
          65     1.25158     1.21653  0.00595729
          66     1.20884     1.21641  0.00586749
          67     1.23864     1.21674  0.00578876
          68     1.15974     1.21591  0.00576428
          69     1.20712     1.21578  0.00568155
          70     1.30145       1.217  0.00573197
          71     1.25415     1.21753  0.00567483
          72     1.17413     1.21692  0.00562782
          73     1.17293     1.21632  0.00558282
          74     1.22626     1.21645   0.0055085
          75     1.17938     1.21596  0.00545698
          76     1.29673     1.21702  0.00548857
          77     1.29782     1.21807  0.00551752
          78     1.17203     1.21748  0.00547821
          79     1.09154     1.21589  0.00563847
          80     1.21772     1.21591  0.00556759
