           1    -3.41107    -3.41107           0
           2    -3.40995    -3.41051 0.000562492
           3    -3.40698    -3.40933  0.00122289
           4    -3.40821    -3.40905 0.000909319
           5    -3.40899    -3.40904 0.000704462
           6    -3.41028    -3.40925 0.000611063
           7    -3.41046    -3.40942 0.000544758
           8    -3.41002    -3.40949 0.000477623
           9    -3.41067    -3.40963  0.00044115
          10    -3.41123    -3.40979 0.000425795
          11    -3.41131    -3.40992 0.000409287
          12    -3.41129    -3.41004  0.00039049
          13    -3.41401    -3.41034  0.00047176
          14    -3.41148    -3.41042 0.000444276
          15    -3.40916    -3.41034 0.000422057
          16    -3.41148    -3.41041 0.000401228
          17    -3.40822    -3.41028 0.000398249
          18    -3.40766    -3.41014 0.000402842
          19     -3.4105    -3.41016 0.000381517
          20    -3.41084    -3.41019 0.000363529
          21    -3.41072    -3.41022 0.000346701
          22    -3.41033    -3.41022 0.000330606
          23    -3.41164    -3.41028 0.000321915
          24    -3.41164    -3.41034 0.000313372
          25    -3.41103    -3.41037 0.000301838
          26    -3.40857     -3.4103 0.000298121
          27    -3.40722    -3.41018 0.000308722
          28    -3.40656    -3.41005 0.000324416
          29    -3.40699    -3.40995  0.00033035
          30    -3.40727    -3.40986 0.000331392
          31    -3.40713    -3.40977 0.000332374
          32    -3.40708    -3.40969 0.000332644
          33    -3.40854    -3.40965 0.000324281
          34    -3.40877    -3.40963 0.000315671
          35     -3.4074    -3.40956  0.00031303
          36    -3.40965    -3.40956  0.00030422
          37    -3.41064    -3.40959 0.000297298
          38    -3.41215    -3.40966  0.00029708
          39    -3.41186    -3.40972 0.000294823
          40    -3.41061    -3.40974 0.000288218
          41     -3.4112    -3.40978 0.000283332
          42    -3.40883    -3.40975  0.00027742
          43    -3.40868    -3.40973 0.000272031
          44    -3.41107    -3.40976 0.000267523
          45    -3.41216    -3.40981 0.000266897
          46    -3.41129    -3.40984 0.000263005
          47    -3.41088    -3.40987 0.000258289
          48    -3.40877    -3.40984 0.000253877
          49    -3.40702    -3.40979 0.000255211
          50    -3.41131    -3.40982 0.000251909
