           1    0.823111    0.823111           0
           2    0.752302    0.787706   0.0354045
           3     0.83852    0.804644   0.0265467
           4    0.816357    0.807572   0.0189984
           5    0.837475    0.813553   0.0158848
           6    0.783763    0.808588   0.0138878
           7     0.75799    0.801359   0.0137845
           8    0.856585    0.808263   0.0137899
           9    0.838417    0.811613   0.0126147
          10    0.819202    0.812372   0.0113084
          11    0.755218    0.807176   0.0114728
          12     0.85911    0.811504   0.0113322
          13    0.778908    0.808997   0.0107214
          14    0.793114    0.807862  0.00999071
          15    0.871822    0.812126   0.0102317
          16    0.809232    0.811945  0.00957258
          17    0.808457     0.81174  0.00899422
          18     0.79177    0.810631   0.0085521
          19    0.818597     0.81105  0.00810033
          20    0.828118    0.811903  0.00773189
          21    0.806764    0.811659  0.00735857
          22    0.817047    0.811904  0.00702039
          23    0.802944    0.811514  0.00671952
          24    0.851668    0.813187  0.00664744
          25    0.753229    0.810789  0.00681215
          26    0.864707    0.812863  0.00686559
          27    0.798659    0.812336  0.00662733
          28    0.862096    0.814114  0.00662891
          29    0.785609    0.813131  0.00647132
          30    0.822097     0.81343  0.00625903
          31    0.772037    0.812094  0.00619927
          32    0.869957    0.813903  0.00626886
          33     0.78459    0.813014  0.00614051
          34    0.767447    0.811674  0.00610607
          35    0.793986    0.811169  0.00595054
          36    0.819948    0.811413  0.00578803
          37    0.850995    0.812482  0.00573017
          38    0.773855    0.811466  0.00566921
          39    0.854694    0.812574  0.00563208
          40    0.795085    0.812137  0.00550686
          41    0.780072    0.811355  0.00542751
          42    0.812658    0.811386   0.0052968
          43    0.861195    0.812544  0.00530027
          44    0.784594    0.811909  0.00521723
          45     0.79952    0.811634   0.0051074
          46    0.831366    0.812063  0.00501352
          47    0.784363    0.811473  0.00494096
          48    0.802883    0.811294  0.00484024
          49    0.817153    0.811414  0.00474194
          50    0.805666    0.811299  0.00464756
          51    0.811268    0.811298  0.00455552
          52    0.846796    0.811981  0.00451891
          53    0.777252    0.811326    0.004481
          54    0.785582    0.810849    0.004423
          55    0.837924    0.811341  0.00436966
          56    0.813471    0.811379  0.00429109
          57    0.830846    0.811721  0.00422894
          58    0.786864    0.811292  0.00417743
          59    0.772126    0.810628  0.00415934
          60     0.77447    0.810026  0.00413359
          61    0.869625    0.811003  0.00418102
          62    0.792141    0.810699  0.00412427
          63    0.790211    0.810373  0.00407129
          64    0.828345    0.810654  0.00401699
          65    0.834384    0.811019  0.00397153
          66    0.805895    0.810942  0.00391166
          67    0.825758    0.811163  0.00385918
          68    0.773161    0.810604  0.00384285
          69    0.804748    0.810519   0.0037877
          70    0.867631    0.811335  0.00382131
          71    0.836098    0.811684  0.00378322
          72    0.782752    0.811282  0.00375188
          73    0.781952     0.81088  0.00372188
          74    0.817508     0.81097  0.00367233
          75    0.786257     0.81064  0.00363799
          76    0.864484    0.811349  0.00365904
          77    0.865214    0.812048  0.00367835
          78    0.781356    0.811655  0.00365214
          79    0.727695    0.810592  0.00375898
          80    0.811816    0.810607  0.00371173
