1       1.50731       1.50731             0
2       1.49437       1.50084    0.00646645
3       1.50183       1.50117    0.00374808
4       1.50694       1.50261    0.00301783
5       1.51063       1.50422    0.00283429
6       1.50369       1.50413    0.00231586
7       1.50062       1.50363    0.00202027
8       1.52204       1.50593    0.00289128
9       1.49012       1.50417    0.00309666
10       1.49112       1.50287    0.00306188
11       1.48002       1.50079    0.00346184
12        1.4929       1.50013    0.00322799
13       1.50104        1.5002    0.00297014
14       1.50156        1.5003    0.00275152
15       1.49608       1.50002    0.00257692
16       1.49132       1.49947    0.00247104
17       1.49832       1.49941    0.00232214
18       1.51231       1.50012    0.00230378
19       1.50764       1.50052    0.00221474
20       1.48671       1.49983    0.00221168
21       1.50047       1.49986    0.00210395
22       1.50707       1.50019     0.0020326
23       1.50501        1.5004    0.00195349
24       1.50381       1.50054    0.00187571
25       1.49257       1.50022    0.00182715
26       1.50408       1.50037    0.00176173
27       1.50154       1.50041    0.00169578
28       1.48719       1.49994    0.00170091
29       1.49207       1.49967    0.00166349
30       1.50016       1.49968    0.00160716
31       1.47144       1.49877    0.00180176
32       1.49616       1.49869    0.00174646
33       1.49976       1.49872    0.00169302
34       1.50206       1.49882    0.00164539
35       1.49436       1.49869    0.00160278
36       1.48433        1.4983    0.00160792
37       1.49244       1.49814    0.00157186
38       1.51727       1.49864    0.00161065
39       1.50623       1.49883    0.00158084
40       1.50751       1.49905    0.00155601
41       1.50366       1.49916    0.00152174
42       1.49622       1.49909    0.00148672
43       1.49339       1.49896    0.00145779
44        1.4937       1.49884    0.00142929
45        1.4898       1.49864    0.00141155
46       1.50233       1.49872    0.00138285
47       1.50321       1.49882    0.00135647
48       1.48343        1.4985    0.00136605
49       1.49844       1.49849    0.00133788
50       1.48047       1.49813    0.00135951
51       1.49104         1.498    0.00133984
52       1.48851       1.49781    0.00132643
53       1.49706        1.4978    0.00130124
54       1.49751       1.49779    0.00127693
55       1.48588       1.49758    0.00127206
56       1.49892        1.4976    0.00124937
57       1.50487       1.49773    0.00123386
58       1.50075       1.49778    0.00121352
59       1.51102         1.498    0.00121369
60       1.49598       1.49797    0.00119376
61       1.49905       1.49799    0.00117416
62        1.5056       1.49811    0.00116158
63       1.48661       1.49793    0.00115749
64       1.49221       1.49784    0.00114276
65       1.49319       1.49777    0.00112731
66        1.5021       1.49783    0.00111204
67       1.51276       1.49806    0.00111775
68       1.50891       1.49822    0.00111269
69       1.50335       1.49829    0.00109897
70        1.4868       1.49813    0.00109553
71        1.5091       1.49828    0.00109099
72       1.48758       1.49813    0.00108595
73       1.48978       1.49802    0.00107706
74       1.48638       1.49786    0.00107398
75       1.50757       1.49799    0.00106744
76       1.49782       1.49799     0.0010533
77       1.49621       1.49797    0.00103979
78       1.50774       1.49809      0.001034
79       1.52301       1.49841    0.00106845
80       1.50395       1.49848    0.00105728
81       1.50959       1.49861    0.00105313
82       1.50638       1.49871    0.00104451
83       1.51199       1.49887    0.00104417
84       1.49797       1.49886    0.00103172
85       1.50124       1.49888     0.0010199
86       1.51417       1.49906    0.00102352
87       1.50159       1.49909    0.00101211
88        1.5054       1.49916    0.00100311
89       1.49263       1.49909   0.000994487
90       1.51271       1.49924   0.000994952
91       1.49064       1.49915   0.000988485
92        1.5012       1.49917   0.000977937
93       1.48035       1.49897   0.000988312
94       1.49374       1.49891   0.000979321
95       1.49135       1.49883    0.00097222
96       1.48945       1.49873   0.000966992
97       1.50194       1.49877   0.000957542
98       1.50849       1.49887   0.000952905
99       1.50799       1.49896    0.00094772
100       1.49968       1.49897   0.000938223
