0 0
1 0
1.41557 0.00119814
1.73172 0.0017534
1.99658 0.00208713
2.23467 0.00254578
2.44933 0.00291649
2.64709 0.00321915
2.82913 0.00311123
3.00204 0.00353744
3.16246 0.00378675
3.31717 0.00388245
3.46348 0.00418845
3.60543 0.004224
3.7446 0.00443436
3.87388 0.00447993
4.00137 0.004766
4.12451 0.00505558
4.24361 0.00513927
4.35846 0.00511961
4.47002 0.00544234
4.57953 0.00540925
4.69006 0.00559027
4.79453 0.00567792
4.89604 0.00560522
4.99394 0.00587708
5.09301 0.00609109
5.19187 0.006272
5.28805 0.00659637
5.37941 0.00687631
5.46911 0.00714728
5.56115 0.00752579
5.64864 0.0075926
5.73441 0.0074211
5.81773 0.00734748
5.90464 0.00747017
5.98731 0.00745769
6.06964 0.00800252
6.15154 0.00780401
6.23045 0.00764343
6.31013 0.00780613
6.391 0.00765346
6.46958 0.00764924
6.54681 0.00804534
6.62349 0.00832227
6.69868 0.00831298
6.77163 0.00844575
6.84723 0.00881771
6.92125 0.00908798
6.99398 0.0091674
7.06715 0.00951004
7.1393 0.00968587
7.2105 0.00960735
7.27882 0.00966264
7.34491 0.00981317
7.41476 0.00983119
7.48257 0.00993903
7.54871 0.0101038
7.61551 0.00993023
7.68052 0.0103037
7.74712 0.0103035
7.8126 0.0105401
7.8743 0.0105353
7.93818 0.010539
8.00198 0.0105372
8.06247 0.0106065
8.12412 0.0106831
8.18399 0.0108162
8.24296 0.010954
8.30612 0.0108441
8.36657 0.0109008
8.42388 0.0110161
8.48104 0.011057
8.53969 0.0109293
8.59767 0.0108322
8.65655 0.0106496
8.71615 0.0104358
8.77594 0.0100634
8.8326 0.010016
8.89154 0.0101337
8.94858 0.0103022
9.0044 0.0104908
9.06111 0.0105573
9.11406 0.0107809
9.16986 0.0108202
9.22366 0.0109259
9.27744 0.0109807
9.33226 0.011043
9.38677 0.0111948
9.43856 0.0117578
9.4897 0.0122165
9.54378 0.0119901
9.6009 0.012129
9.6526 0.0121369
9.70822 0.0123691
9.75567 0.012339
9.80918 0.012407
9.85859 0.0124434
9.90766 0.0127254
9.95951 0.0127534
10.0096 0.0126403
