0 0
1 0
1.41126 0.00126504
1.72619 0.00177384
1.99424 0.00227978
2.2307 0.00268517
2.44417 0.00314113
2.63626 0.00377034
2.82281 0.00398493
2.9942 0.00418401
3.15383 0.00431277
3.30745 0.00443855
3.45387 0.00447303
3.59332 0.0046516
3.73222 0.00468748
3.86309 0.00508434
3.99397 0.00496036
4.11656 0.00512586
4.23809 0.00546265
4.35665 0.00546191
4.46741 0.00548797
4.57842 0.00564682
4.68672 0.00570679
4.79322 0.00584855
4.897 0.00589259
5.00061 0.00622933
5.09757 0.00618725
5.19397 0.00647025
5.29113 0.00677915
5.38392 0.00667788
5.47358 0.00689569
5.56654 0.00697981
5.65759 0.00689363
5.74621 0.0067047
5.83231 0.0069056
5.91725 0.00681848
6.00231 0.00674824
6.08134 0.0065559
6.16266 0.00667258
6.24585 0.00669199
6.3242 0.0069124
6.40319 0.00722952
6.48163 0.00736686
6.55698 0.00719779
6.63434 0.00722141
6.70907 0.00747446
6.78234 0.00760201
6.85474 0.00775074
6.92736 0.00807469
6.99758 0.00834994
7.06991 0.00856238
7.13884 0.00850875
7.2091 0.00876189
7.2792 0.00893504
7.34702 0.00874506
7.41339 0.00910298
7.48222 0.00926949
7.54729 0.00908014
7.61278 0.00906269
7.67909 0.00910803
7.74501 0.00910517
7.80705 0.00919372
7.86958 0.00932195
7.93178 0.00944167
7.98977 0.00929067
8.04893 0.00942462
8.11027 0.00965572
8.17223 0.00966142
8.23386 0.00972234
8.29484 0.0100233
8.35534 0.0100733
8.41059 0.00984494
8.46853 0.010136
8.52589 0.00991988
8.5849 0.0101393
8.64341 0.0099788
8.69941 0.0100023
8.75724 0.0103024
8.81644 0.0103315
8.87506 0.0100272
8.92932 0.00999451
8.98565 0.0101337
9.03965 0.0101254
9.0945 0.0103411
9.149 0.0103876
9.20262 0.0105903
9.25632 0.0109205
9.30967 0.0116165
9.36104 0.0115945
9.41197 0.0117525
9.46774 0.0121628
9.51943 0.0122862
9.57211 0.0125613
9.6239 0.0125733
9.67454 0.0124467
9.72644 0.0122815
9.77938 0.012367
9.83091 0.012417
9.8824 0.0127591
9.93306 0.012657
9.98277 0.0125197
